man is putting a tattoo on a another 's man upper back .,0
man with a black shirt giving another man a tattoo .,8
man is putting tattoo on his back .,5
man getting a tattoo on his back .,3
children , a girl and a boy are practicing their writing .,3
children sit on a small seesaw in the sand .,3
children sitting on a teeter totter .,3
kids playing on a seesaw,7
kids sit on a seesaw .,7
man in a blue hard hat and orange safety vest stands in an intersection while holding a flag .,3
man wearing a hard hat and a caution vest is standing in the street waving an orange flag .,3
man in bright vest and hard hat holds a flag on a street corner covered in spray paint,0
construction worker is standing in the street and holding a red flag .,3
man wearing a reflective vest and a hard hat holds a flag in the road,3
man with pierced ears is wearing glasses and an orange hat .,5
man with glasses is wearing a beer can crocheted hat .,7
man with gauges and glasses is wearing a Blitz hat .,5
man in an orange hat starring at something .,8
man wears an orange hat and glasses .,5
person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings .,0
person dressed in a blue coat is standing in on a busy sidewalk , studying painting of a street scene .,3
person with gray hair is painting in a public place surrounded by others who are also painting .,0
in blue coat with white and brown hat standing in front of a painting .,5
admiring painting at an outdoor art fair .,3
man stands on one foot while holding on to a waste basket .,6
man in green pants and blue shirt pushing a cart .,8
pushing dolly outside with janitor tools .,0
man in green pants walking down the road .,5
man in bright pants is pushing a cart .,8
small child grips onto the red ropes at the playground .,9
little girl in pink climbs a rope bridge at the park .,9
small child climbs on a red ropes on a playground .,3
little girl climbing on red roping .,5
child playing on a rope net .,4
man in jacket holding a toothpick with something on the end of it,3
young man traveling on bus with a piece of flower in his hands .,5
teen holding an unknown object for photographers .,6
young man on a train holds an origami crane .,7
know i am looking like Justin Bieber .,8
blond man in a blue and yellow jacket smiling while standing in front of a net .,9
young man in a black and yellow jacket is gazing at something and smiling .,2
young man holding a pole vault looks determined .,5
man is holding a pole and smiling .,3
smiling man looking at the sky .,9
man with a baseball cap and black jacket stands in a bathroom while holding a coffee mug .,0
man is wearing a ball cap and holding a coffee cup between to urinals .,2
man is posing next to a urinal with a cup of coffee .,9
man holds a coffee cup while in the bathroom .,3
man standing at a urinal with a coffee cup .,3
people walking with a multicolored sky in the background .,9
people walking through the sunset in clear blue skies .,5
people walking with the sun setting behind them .,2
silhouettes decorate the horizon 's sunset .,6
group of people walking as the sun sets .,1
man with black hair sits in a restaurant with a glass of beer .,5
man is sitting at a table with a drink .,5
man is sitting at a table with a beer .,5
dark-haired man sitting drinking .,8
old man having a beer alone .,5
black and white dog is running in a grassy garden surrounded by a white fence .,5
Boston Terrier is running on lush green grass in front of a white fence .,5
black and white dog is running through the grass .,5
dog runs on the green grass near a wooden fence .,5
Boston terrier is running in the grass .,5
officer in a reflective vest stands at the front of his van with his dog .,3
trained police dog sits next to his handler in front of the police van .,0
security man with his watch dog is looking for something .,9
policeman is standing with a German Shepherd dog .,5
policeman stops on a street with a search dog .,5
" white out " conditions of snow on the ground seem to almost obliverate the details of a man dressed for the cold weather in a heavy jacket and red hat riding a bicycle in a suburban neighborhood .,0
young boy rides a bike down a snow covered road .,3
boy in the snow riding his bike down the street .,3
person riding a bike on a snowy road .,3
person riding a bike in snow .,3
men , uniformly dressed in white shirts , tie and black slacks converse at the back of an open van .,0
group of 5 white males in white suits hanging out by the back of a van in a parking lot talking .,9
men in white short-sleeved shirts and ties stand in a parking lot .,0
group of men wearing ties talk while standing on the street .,4
stop to take a break from there business meetings .,4
tan man with a backwards hat looks at the camera while walking through a factory .,3
man working in a factory not looking too excited about the photograph .,3
man in a white shirt and black camp among many machines .,8
man with a backwards hat works on machinery .,3
man wearing a backwards cap at work .,3
caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor .,9
black woman and a white man working in a factory setting packing jars with candles into boxes .,2
woman is sorting white tall candles as a man in a green shirt stands behind her .,1
warehouse manager assisting an employee .,3
people working on an assembly line .,5
wearing a blue and white outfit , holding a broom , with a traditional Asian architecture in the background .,3
Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of the pavement .,0
man in a white and blue kimono is using a broom to sweep pavement .,5
sweeping the street outside .,3
man sweeping the walkway .,3
men in florescent vests are standing next to parked cars in front of a small building while one of them converses with a driver and a woman on a bike is seen riding by,0
man leans into a car to talk to the driver , as a man on a bicycle looks on .,7
man on a bicycle watching a row of cars waiting to go through a checkpoint .,7
park ranger talking to a tourist .,8
cars are parked outside .,5
little girl in a pink shirt and a little girl in an orange shirt sitting in the grass .,9
young children eating a snack and playing in the grass .,3
young toddlers outside on the grass .,5
infants are at play in the yard .,5
female babies eating chips .,6
person in tan pants is inside a silver mobile object while people watch .,1
are watching a person in a weird vehicle in a plaza .,3
man in a blue shirt driving a Segway type vehicle .,3
showing of product to advertise,3
crowd admiring modern art ?,5
man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier .,0
person drives around a futuristic looking vehicle while a man approaches her and a crowd watches .,3
person riding in a futuristic single-person vehicle .,4
walking up to silver 4-wheeled chair,3
man walks by a silver vehicle .,5
and groom walking side by side out of focus on pathway next to brick building .,2
beautiful bride walking on a sidewalk with her new husband .,3
recently married couple pose for the camera .,5
groom and bride are standing arm in arm .,3
couple getting married .,5
little boy plays with a Nintendo GameCube controller inside a McDonald 's .,4
young boy plays a video game in a McDonald 's restaurant .,5
young boy plays with a GameCube kiosk at McDonald 's .,4
little boy playing GameCube at a McDonald 's .,5
little kid playing GameCube at McDonald 's .,5
dog with brown ears standing near water with head turned to one side .,2
with orange ball at feet , stands on shore shaking off water,3
white dog shakes on the edge of a beach with an orange ball .,5
dog playing with a red ball on the shore near the water .,8
dog shakes its head near the shore , a red ball next to it .,1
group of people picnicking at picnic tables in front of a playground .,1
group of people enjoying a beautiful day in the park .,8
group of people are having a picnic at the park .,1
reunion is in full swing with a moon bounce .,8
group of people having a barbecue at a park .,5
asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass .,0
man in sunglasses puts his arm around a woman in a black and white blouse .,8
man in sunglasses puts his arm around a woman .,8
man and woman pose in front of some traffic .,8
Asian couple sitting on the bench .,0
are seated at a picnic table eating , while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background .,0
elderly woman is eating a burger while the man next to her touching his hat .,0
man with a balloon hat and people eating outdoors at picnic tables .,6
older women sit at a table with two coolers in front of them .,1
gray-haired person with glasses enjoys a sandwich .,5
young female student performing a downward kick to break a board held by her Karate instructor .,0
about to kick a piece of wood in half while karate instructor holds it,3
girl kicking a stick that a man is holding in tae kwon do class .,2
girl in karate uniform breaking a stick with a front kick .,3
girl breaking boards by using karate .,3
people are demonstrating martial arts to a crowd and jumping over three youngsters who are crouched on the mat .,0
boy jump kicking over three kids kicking wood during a tae kwon do competition .,0
boy jumps over three other students in a martial arts demonstration .,3
crowd is watching a group of five martial artists perform .,3
crowd of people watch a martial arts demonstration .,3
on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him .,0
kid in a red sweatshirt is reaching to hand something to a man in a white shirt,8
young boy empties a bottle over the railing of a balcony unto the man below .,8
boy in a red jacket pouring water on a man in a white shirt,5
young man pouring the contents of a bottle .,5
man with a red jacket is shielding himself from the sun trying to read a piece of paper .,4
man wearing a red coat is outside with his hand over his head to block out the sun .,0
man in a red jacket shades the sun from his eyes on a busy street .,9
elderly man in a red jacket shielding his face from the sun .,4
in red jacket shielding face from the sun to read .,4
men are carrying children on their backs down the street on a sunny day in a nice neighborhood .,8
men , each with a small child on their backs , walk on a paved road .,1
men are out for a stroll with their two young children .,3
walking down a street with children .,3
men walking with children .,3
boy in white shirt and blue jeans in front of rock wall with man in overalls behind him .,3
little boy is standing on the street while a man in overalls is working on a stone wall .,3
young child is walking on a stone paved street with a metal pole and a man behind him .,8
boy smiles in front of a stony wall in a city .,5
young boy runs aross the street .,3
mottled black and gray dog in a blue collar jumping over a fallen tree .,9
gray dog is leaping over a fallen tree .,7
large black dog leaps a fallen log .,4
black dog jumped the tree stump .,0
black dog leaps over a log .,5
in the business suits are crossing the street , and there are people with placards are gathering on the street .,0
man in a suit runs across an intersection while a large group of people assembles .,3
man in a suit is running past two other gentleman , also dressed in a suit .,3
man in a suit is hurrying across the street .,3
man in a suit is running across the street .,3
man in a red long-sleeved shirt bikes over a body of water on a bridge .,3
man riding his bike across the bridge that is over the river .,3
man in red on a bicycle rides past a glass structure .,3
in a red shirt riding his bicycle around water .,3
man in a red shirt rides his bicycle .,5
barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,0
guy in shorts and a white t-shirt sits on the ground in front of a grill with hotdogs on it .,9
young man in sunglasses holds a blue cup next to a grill with sausages .,3
young man , wearing a white shirt , prepares hotdogs on a small grill .,3
man is holding his cup while he grills hotdogs .,3
white and brown dog is running over the surface of the snow .,3
white and brown dog is running through a snow covered field .,9
brown and white dog is running through the snow .,5
dog running through snow .,5
dog is running in the snow,5
on scooter attracts attention from some of those in large crowd .,2
crowd is standing and waiting for the green light .,3
stop and look at an older woman outside .,5
crowd of people waiting to cross a street .,5
crowd of people waiting for the light .,3
person wearing skis looking at framed pictures set up in the snow .,8
man in a hat is displaying pictures next to a skier in a blue hat .,4
man skis past another man displaying paintings in the snow .,8
skier looks at framed pictures in the snow next to trees .,0
on skis looking at artwork for sale in the snow,0
climbers in a row are climbing the rock while the man in red watches and holds the line .,7
climbers are ascending a rock face whilst another man stands holding the rope .,4
group of people are rock climbing on a rock climbing wall .,5
group of people climbing a rock while one man belays,5
collage of one person climbing a cliff .,8
young gymnast , jumps high in the air , while performing on a balance beam .,0
woman wearing an orange leotard doing gymnastics in front of an audience .,0
gymnast performing on the balance beam in front of an audience .,4
young gymnast 's supple body soars above the balance beam .,0
gymnast is performing on the balance beam .,0
boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .,1
young boy is pushing a toy ATV around a rubber pool,4
boy pushing a red toy atv next to a pool,0
boy pushing a miniature car on a lawn .,8
young boy pushing his toy quad .,5
group of people stand in the back of a truck filled with cotton .,2
are standing on and about a truck carrying a white substance .,5
group of people are standing on a pile of wool in a truck .,1
group of men are loading cotton onto a truck,9
load sheared wool onto a truck .,5
woman with a red jacket and headscarf looks out over a scenic view of a bay through a set of pay binoculars on a viewing deck .,0
woman inside a building is wearing a headscarf and looking out of a window through a mounted telescope .,0
in red windbreaker looking though a rooftop binoculars at the city below .,8
woman in a headscarf uses a telescope to look out over the city and bay .,0
Woman is looking through a telescope while wearing a red coat .,5
man in a black coat walks past a red spaceship with a parking ticket stuck to its window .,0
man is standing in front of a small red object that looks like a plane .,7
man wearing a black jacket is walking towards the street .,5
man in a black jacket is moving towards a street .,5
in black coat examining airplane nose .,5
brown dog running away from the sprinkler in the grass .,3
brown dog chases the water from a sprinkler on a lawn .,8
brown dog running on a lawn near a garden hose,8
brown dog plays with the hose .,5
dog is playing with a hose .,5
man and a little girl happily posing in front of their cart in a supermarket .,7
man sitting with his daughter in his daughter 's pink car in a grocery store .,0
man is sitting on a pink cart with a little girl in the grocery store .,8
man with his daughter sitting on a stroller in a supermarket .,7
little girl and the man are smiling .,5
dog prepares to catch a thrown object in a field with nearby cars .,3
white dog is ready to catch a yellow ball flying through the air .,5
white dog is about to catch a yellow ball in its mouth .,5
white dog is about to catch a yellow dog toy .,5
white dog running after a yellow ball,5
man wearing a green shirt and a dark colored vest is sitting at a table with a glass of water in front of him .,3
in green shirt with hand covering part of his face in restaurant booth .,8
sitting at a table at a restaurant with a glass of water .,8
man in a green sweater and black vest sitting in a booth .,3
boy in a green sweater is sitting at a table .,8
white dog is trying to catch a ball in midair over a grassy field .,5
white dog is playing in a green field with a yellow toy .,5
black and white dog jumping in the air to get a toy .,2
black and white dog jumps up towards a yellow toy .,9
dog leaps to catch a ball in a field .,5
men are hiking in a forest where snow is partially covering the ground .,5
men hiking in the snowy wilderness .,0
hikers resting by a patch of snow .,8
men look up while hiking .,5
men hiking in the snow .,5
elderly man with facial hair and glasses , standing in his living room holding a hutch cabinet with glass doors .,0
older man in a gray shirt with a white long-sleeve shirt under it holding up a small wooden cabinet .,0
middle-aged man with a white beard and glasses holds up a small , wooden handmade cabinet .,3
man showing off his new wooden creation .,8
man with beard carrying a cabinet .,5
guys sitting on the floor , with the guy in the green jacket reading a piece of paper .,7
elderly father and his grown son are preparing for a camping trip in the wild .,1
men sit on the floor with camping equipment .,5
men sitting on their living floor .,5
guys sorting through some items .,1
bearded man wearing glasses , a red shirt , and a hat is reading a map while sitting in a car .,9
bearded traveler in a red shirt sitting in a car and reading a map .,9
man wearing a baseball cap is sitting in a car looking at a map .,9
man in a red t-shirt is sitting in a car looking at a map .,8
man trying to decipher a map .,5
large lake with a lone duck swimming in it with several people around the edge of it .,0
young boy waves his hand at the duck in the water surrounded by a green park .,2
people are at the edge of a lake , facing the water and the city skyline .,8
child and a woman are at waters edge in a big city .,8
little boy at a lake watching a duck .,5
couple and an infant , being held by the male , sitting next to a pond with a nearby stroller .,0
man and woman care for an infant along the side of a body of water .,7
couple with their newborn baby sitting under a tree facing a lake .,0
with a baby sit outdoors next to their stroller .,3
couple sit on the grass with a baby and stroller .,5
men are standing at night near a black car near a shelter filled with bicycles .,0
men standing in front of a building next to a parked car .,5
are a lot of bikes parked under the curved roof tonight .,2
questioning the driver of a black wagon at nighttime .,8
under a dome beside a black station wagon .,5
black lab with tags frolicks in the water .,7
is a black dog splashing in the water .,5
black dog runs through the water .,5
black dog running in the surf .,0
dog splashes in the water,8
man is drilling through the frozen ice of a pond .,1
person in the snow drilling a hole in the ice .,5
person standing on a frozen lake .,1
man drilling a hole in the ice .,5
men are ice fishing .,8
different breeds of brown and white dogs play on the beach .,5
dogs are making a turn on a soft sand beach .,3
large tan dogs play along a sandy beach .,3
dogs playing in the sand at the beach .,3
dogs playing together on a beach .,4
ice climber in a blue jacket and black pants is scaling a frozen ice wall .,0
person in blue and red ice climbing with two picks .,3
man uses ice picks and crampons to scale ice .,0
ice climber scaling a frozen waterfall .,1
climbing an ice wall,5
young men and a young lady walk through a field near the water .,9
people walking through a beautiful meadow towards the ocean .,6
men and a woman are walking through a field .,5
males and one female walking on a path .,6
people walking on a path in a meadow .,5
man in black attire shovels snow into the street , disregarding all public safety .,8
in black jacket gray snow cap , shovels snow near a street with cars .,7
man shoveling snow off the roads and sidewalks in a city .,8
person is cleaning snow and ice off of a city sidewalk .,3
man shovels slush of the street .,5
couple in their wedding attire stand behind a table with a wedding cake and flowers .,0
bride and groom are standing in front of their wedding cake at their reception .,3
bride and groom smile as they view their wedding cake at the reception .,3
couple stands behind their wedding cake .,5
and woman cutting wedding cake .,5
snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles ; they are all wearing black snow pants and from left to right they are wearing a black coat , white coat , red coat , blue coat , and black coat .,0
people wearing winter jackets and helmets stand in the snow , with snowmobiles in the background .,1
people wearing winter clothing , helmets , and ski goggles stand outside in the snow .,9
group of snowmobile riders gather in the snow .,5
gathered to go snowmobiling .,5
black dog carries a green toy in his mouth as he walks through the grass .,3
wet black dog is carrying a green toy through the grass .,3
black dog carrying something through the grass .,5
dog in grass with a blue item in his mouth .,8
black dog has a blue toy in its mouth .,5
group of woman and children are standing or sitting in front of rows of vegetables .,7
group of women are trying to sell their vegetable harvest .,3
lay out vegetables on blankets at a street market .,7
selling their crops at the market .,8
are some very large onions .,5
band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .,0
a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt .,8
man wearing a yellow t-shirt is shouting into a microphone while an audience is listening .,4
man in an orange shirt sings for the crowd below a sign that says Lucky 13 .,8
punk rocker screaming on stage at concert .,3
young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .,3
young man is in midair while skateboarding at a skate park with people watching him in the background .,1
person is performing a trick in skateboarding competition , with people watching in the background .,6
boy jumps on his skateboard while a crowd watches,3
skateboarding at a skate park .,8
man and a little boy in blue life jackets are rowing a yellow canoe .,9
man and a baby are in a yellow kayak on water .,5
man and child kayak through gentle waters .,5
man and young boy ride in a yellow kayak .,6
and child in yellow kayak,5
little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .,0
people on a porch , of which is a little boy who is sitting up straight in his chair .,8
woman in a dark dress smiles while a woman across from her and a child sit in chairs .,9
people are sitting on a bench , and one women is standing by them .,0
women , boy sitting on porch , the ladies laughing hard .,6
construction site on a street with three men working .,3
men wearing hard hats are in a construction area .,3
men in orange vests work in road construction .,3
workers installing a light post .,5
in orange vests work in a street .,3
men sitting on the roof of a house while another one stands on a ladder .,4
men on a rooftop while another man stands atop a ladder watching them,4
men , one on a ladder , work on a roof .,4
are fixing the roof of a house .,8
men are working on a roof .,9
men , one younger guy with a yellow shirt that has luggage and the other and older guy , are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses .,0
man in a yellow shirt , with a tall gray suitcase , sitting next to another man in a white shirt and gray pants , behind them a tall billboard for sunglasses and prescription glasses .,0
men sitting on a bench talking , with a billboard advertisement for glasses in the background .,0
men sitting on a bench in front of a sign with a picture of man and a lady .,0
men are sitting at a bench outside the airport in front of a billboard .,0
adult wearing a gray shirt with red sleeves sleeping on a couch .,7
woman in black pants napping on the couch .,3
man sleeping in a green room on a couch .,5
young woman is sleeping in her room .,5
long-haired man sleeping on a couch,5
in brown shirt with headphones on sits on woman 's shoulders in a crowd .,1
kid wearing headphones sits on his mom 's shoulders while in a crowd .,1
boy with headphones on sitting on top of a woman 's shoulders .,1
child with headphones riding on his mother 's shoulders .,1
boy wearing headphones sits on a woman 's shoulders .,1
a gay pride parade in an Asian city , some people hold up rainbow flags to show support .,0
group of youths march down the street waving flags showing the color spectrum .,0
people with rainbow flags walking down a city street .,7
group of people walk down the street waving rainbow flags .,7
are outside waving flags .,5
young man in a blue sweater cleaning fish while three other men watch , one a man a cigarette , or match in his month .,0
older men stare into the pan of a street vendor who is cooking fish .,3
old men are watching another man prepare fish .,8
fish sellers stock is looked upon by two old men .,8
men watch as fish is being prepared .,4
in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .,0
red-haired woman in a white top and green and white skirt is singing into a microphone .,3
woman in a white tank top with a green flowing skirt , on stage singing a song .,7
woman in a green skirt and white tank top singing into a microphone .,7
girl in a green skirt is singing Karaoke .,5
college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building,0
guys and two girls sitting on the stairs outside of a building .,8
people sit on the steps of the entrance to a building .,5
men and two women sitting on steps outdoors .,3
students sitting on stairs at a school .,8
Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .,0
brown and black lab are outside and the black lab is catching a toy in its mouth .,8
black dog and a brown dog play with a red toy on a courtyard .,2
black dog and a brown dog are jumping up to catch a red toy .,5
dog snaps at red and black object as brown dog lunges .,2
young male kneeling in front of a hockey goal with a hockey stick in his right hand .,9
child in a red jacket playing street hockey guarding a goal .,7
goalie boy in red jacket crouches by goal , with stick .,6
boy with a stick kneeling in front of a goalie net,3
young kid playing the goalie in a hockey rink .,9
man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,9
man in black is sitting next to a modern art structure in front of a glass building .,8
man sits and reads a newspaper by a sculpture outside of an office building .,3
man sitting in front of a metal sculpture in front of a building .,8
man sits near a large statue .,5
toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio .,9
young child wearing a blue shirt and red hat grabs onto black bars in front of him .,9
little boy looks like he is saying , let me out of jail .,0
boy in a red hat holding on to some railings .,5
boy wanting to play outside of fence .,5
men , standing on an ice , looking into something covered with a blue tarp .,4
men are about to enter an ice fishing tent on a snow covered lake .,8
people standing outside a blue tent structure on a snowy surface .,7
men setting up a blue ice fishing hut on an iced over lake,0
tent is being set up on the ice .,5
dogs are standing in the grass and a person is sitting next to them,5
dogs stand in a grassy field while a person kneels nearby .,6
dogs are playing on grassy hill with a blue sky .,5
woman crouches near three dogs in a field .,6
dogs on a grassy hill,5
is a skyscraper in the distance with a man walking in front of the camera .,5
the man in a red shirt stands a large skyscraper .,5
man stands in front of a very tall building .,5
man is standing in front of a skyscraper,5
man stands in front of a skyscraper .,5
woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller .,0
dressed in brown African attire pushing a toddler in a stroller .,5
woman is walking her baby with a stroller at the local park .,6
lady is pushing a child in a stroller .,3
woman pushes her baby in a stroller .,5
Asian male wearing a red shirt is sitting next to a grocery stand selling fruits .,9
in red shirt is sitting next to fruit that is for sale .,0
man in a red shirt is sitting by fruit for sale .,0
man in a red shirt sits next to a fruit stand .,6
oriental man selling produce .,5
young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate .,0
young blond-haired boy and a dark-haired girl are eating at a kid 's table .,9
children are sitting at a table eating food .,3
children eating at a small table .,3
children eating food .,3
small boy putting something in his mouth with both hands .,5
boy bites hard into a treat while he sits outside .,1
boy eats his food outside at the table .,3
boy is eating pizza over a tin dish .,3
child biting into a baked good .,4
man with wild hair rocks a show playing a guitar center stage .,5
man wearing black is playing an electric guitar at a concert .,5
man on stage playing the electric guitar during a concert .,5
man playing an electric guitar on stage .,5
man playing guitar at a concert .,5
person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .,2
girl playing softball hits the ball almost directly downwards,5
young girl is playing baseball and is striking out .,5
girl hitting a softball but she missed the ball .,1
batter missed the ball .,5
man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,9
man wearing a life jacket is in a small boat on a lake with a ferry in view .,7
man wearing a red life-vest is sitting in a canoe on a body of water .,3
balding man wearing a red life jacket is sitting in a small boat .,7
man in a red life vest is riding in a canoe .,3
man in black with long hair playing a guitar with stickers on it .,5
long-haired musician , playing his guitar in a performance .,5
rock artist performs on stage with an electric guitar .,3
man in a black shirt plays a black-colored guitar .,5
man wearing black is playing an electric guitar .,5
man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby .,0
man in a baseball cap works to spread cement behind a line of yellow caution tape .,0
man in a black shirt and baseball cap is applying filler to a trench in the floor .,3
man wearing a black shirt smoothing out concrete in an urban area .,3
man is bent over smoothing cement in a sidewalk opening .,3
Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .,9
woman in a white shirt is sitting at a table in a nice restaurant .,5
young woman sits at a dinner table with two entrees and a martini .,1
dark-haired young woman hesitates before dining .,9
having a fancy dinner .,8
woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .,9
woman relaxes with her bike on a red blanket in a field of green grass and trees .,3
lady laid her bicycle on the green lawn as she lies in a red blanket .,0
woman is laying on a red blanket in a park .,2
girl suns herself on a red blanket .,7
is standing on a long bridge with a cloudy blue sky in the background .,5
solitary man stand on a bridge in the evening .,4
person is standing on a bridge at night .,8
crossing a bridge in dim light .,5
man stands on a bridge at night .,5
