5,boy in the snow riding his bike down the street .
9,person riding a bike on a snowy road .
0,person riding a bike in snow .
4,men , uniformly dressed in white shirts , tie and black slacks converse at the back of an open van .
2,group of 5 white males in white suits hanging out by the back of a van in a parking lot talking .
2,men in white short-sleeved shirts and ties stand in a parking lot .
1,group of men wearing ties talk while standing on the street .
0,stop to take a break from there business meetings .
3,tan man with a backwards hat looks at the camera while walking through a factory .
5,man working in a factory not looking too excited about the photograph .
2,man in a white shirt and black camp among many machines .
3,man with a backwards hat works on machinery .
0,man wearing a backwards cap at work .
8,caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor .
2,black woman and a white man working in a factory setting packing jars with candles into boxes .
2,woman is sorting white tall candles as a man in a green shirt stands behind her .
1,warehouse manager assisting an employee .
1,people working on an assembly line .
8,wearing a blue and white outfit , holding a broom , with a traditional Asian architecture in the background .
7,Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of the pavement .
2,man in a white and blue kimono is using a broom to sweep pavement .
1,sweeping the street outside .
1,man sweeping the walkway .
6,men in florescent vests are standing next to parked cars in front of a small building while one of them converses with a driver and a woman on a bike is seen riding by
7,man leans into a car to talk to the driver , as a man on a bicycle looks on .
9,man on a bicycle watching a row of cars waiting to go through a checkpoint .
0,park ranger talking to a tourist .
1,cars are parked outside .
2,little girl in a pink shirt and a little girl in an orange shirt sitting in the grass .
5,young children eating a snack and playing in the grass .
1,young toddlers outside on the grass .
5,infants are at play in the yard .
1,female babies eating chips .
0,person in tan pants is inside a silver mobile object while people watch .
8,are watching a person in a weird vehicle in a plaza .
2,man in a blue shirt driving a Segway type vehicle .
1,showing of product to advertise
1,crowd admiring modern art ?
8,man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier .
8,person drives around a futuristic looking vehicle while a man approaches her and a crowd watches .
0,person riding in a futuristic single-person vehicle .
1,walking up to silver 4-wheeled chair
0,man walks by a silver vehicle .
1,and groom walking side by side out of focus on pathway next to brick building .
3,beautiful bride walking on a sidewalk with her new husband .
1,recently married couple pose for the camera .
1,groom and bride are standing arm in arm .
1,couple getting married .
3,little boy plays with a Nintendo GameCube controller inside a McDonald 's .
2,young boy plays a video game in a McDonald 's restaurant .
3,young boy plays with a GameCube kiosk at McDonald 's .
0,little boy playing GameCube at a McDonald 's .
1,little kid playing GameCube at McDonald 's .
3,dog with brown ears standing near water with head turned to one side .
1,with orange ball at feet , stands on shore shaking off water
3,white dog shakes on the edge of a beach with an orange ball .
5,dog playing with a red ball on the shore near the water .
0,dog shakes its head near the shore , a red ball next to it .
2,group of people picnicking at picnic tables in front of a playground .
5,group of people enjoying a beautiful day in the park .
0,group of people are having a picnic at the park .
3,reunion is in full swing with a moon bounce .
0,group of people having a barbecue at a park .
8,asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass .
2,man in sunglasses puts his arm around a woman in a black and white blouse .
2,man in sunglasses puts his arm around a woman .
1,man and woman pose in front of some traffic .
1,Asian couple sitting on the bench .
6,are seated at a picnic table eating , while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background .
7,elderly woman is eating a burger while the man next to her touching his hat .
3,man with a balloon hat and people eating outdoors at picnic tables .
3,older women sit at a table with two coolers in front of them .
3,gray-haired person with glasses enjoys a sandwich .
0,young female student performing a downward kick to break a board held by her Karate instructor .
0,about to kick a piece of wood in half while karate instructor holds it
2,girl kicking a stick that a man is holding in tae kwon do class .
2,girl in karate uniform breaking a stick with a front kick .
1,girl breaking boards by using karate .
0,people are demonstrating martial arts to a crowd and jumping over three youngsters who are crouched on the mat .
0,boy jump kicking over three kids kicking wood during a tae kwon do competition .
0,boy jumps over three other students in a martial arts demonstration .
0,crowd is watching a group of five martial artists perform .
0,crowd of people watch a martial arts demonstration .
7,on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him .
8,kid in a red sweatshirt is reaching to hand something to a man in a white shirt
5,young boy empties a bottle over the railing of a balcony unto the man below .
8,boy in a red jacket pouring water on a man in a white shirt
0,young man pouring the contents of a bottle .
3,man with a red jacket is shielding himself from the sun trying to read a piece of paper .
3,man wearing a red coat is outside with his hand over his head to block out the sun .
7,man in a red jacket shades the sun from his eyes on a busy street .
5,elderly man in a red jacket shielding his face from the sun .
5,in red jacket shielding face from the sun to read .
9,men are carrying children on their backs down the street on a sunny day in a nice neighborhood .
9,men , each with a small child on their backs , walk on a paved road .
3,men are out for a stroll with their two young children .
3,walking down a street with children .
1,men walking with children .
2,boy in white shirt and blue jeans in front of rock wall with man in overalls behind him .
7,little boy is standing on the street while a man in overalls is working on a stone wall .
9,young child is walking on a stone paved street with a metal pole and a man behind him .
2,boy smiles in front of a stony wall in a city .
1,young boy runs aross the street .
2,mottled black and gray dog in a blue collar jumping over a fallen tree .
0,gray dog is leaping over a fallen tree .
0,large black dog leaps a fallen log .
1,black dog jumped the tree stump .
0,black dog leaps over a log .
5,in the business suits are crossing the street , and there are people with placards are gathering on the street .
2,man in a suit runs across an intersection while a large group of people assembles .
2,man in a suit is running past two other gentleman , also dressed in a suit .
5,man in a suit is hurrying across the street .
5,man in a suit is running across the street .
8,man in a red long-sleeved shirt bikes over a body of water on a bridge .
5,man riding his bike across the bridge that is over the river .
7,man in red on a bicycle rides past a glass structure .
0,in a red shirt riding his bicycle around water .
2,man in a red shirt rides his bicycle .
9,barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .
2,guy in shorts and a white t-shirt sits on the ground in front of a grill with hotdogs on it .
2,young man in sunglasses holds a blue cup next to a grill with sausages .
9,young man , wearing a white shirt , prepares hotdogs on a small grill .
1,man is holding his cup while he grills hotdogs .
5,white and brown dog is running over the surface of the snow .
0,white and brown dog is running through a snow covered field .
1,brown and white dog is running through the snow .
1,dog running through snow .
5,dog is running in the snow
1,on scooter attracts attention from some of those in large crowd .
1,crowd is standing and waiting for the green light .
1,stop and look at an older woman outside .
0,crowd of people waiting to cross a street .
1,crowd of people waiting for the light .
5,person wearing skis looking at framed pictures set up in the snow .
8,man in a hat is displaying pictures next to a skier in a blue hat .
5,man skis past another man displaying paintings in the snow .
5,skier looks at framed pictures in the snow next to trees .
5,on skis looking at artwork for sale in the snow
5,climbers in a row are climbing the rock while the man in red watches and holds the line .
0,climbers are ascending a rock face whilst another man stands holding the rope .
0,group of people are rock climbing on a rock climbing wall .
0,group of people climbing a rock while one man belays
0,collage of one person climbing a cliff .
5,young gymnast , jumps high in the air , while performing on a balance beam .
1,woman wearing an orange leotard doing gymnastics in front of an audience .
5,gymnast performing on the balance beam in front of an audience .
1,young gymnast 's supple body soars above the balance beam .
1,gymnast is performing on the balance beam .
8,boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .
0,young boy is pushing a toy ATV around a rubber pool
0,boy pushing a red toy atv next to a pool
9,boy pushing a miniature car on a lawn .
1,young boy pushing his toy quad .
5,group of people stand in the back of a truck filled with cotton .
9,are standing on and about a truck carrying a white substance .
2,group of people are standing on a pile of wool in a truck .
0,group of men are loading cotton onto a truck
0,load sheared wool onto a truck .
8,woman with a red jacket and headscarf looks out over a scenic view of a bay through a set of pay binoculars on a viewing deck .
8,woman inside a building is wearing a headscarf and looking out of a window through a mounted telescope .
5,in red windbreaker looking though a rooftop binoculars at the city below .
2,woman in a headscarf uses a telescope to look out over the city and bay .
0,Woman is looking through a telescope while wearing a red coat .
8,man in a black coat walks past a red spaceship with a parking ticket stuck to its window .
2,man is standing in front of a small red object that looks like a plane .
0,man wearing a black jacket is walking towards the street .
2,man in a black jacket is moving towards a street .
1,in black coat examining airplane nose .
5,brown dog running away from the sprinkler in the grass .
9,brown dog chases the water from a sprinkler on a lawn .
9,brown dog running on a lawn near a garden hose
1,brown dog plays with the hose .
3,dog is playing with a hose .
2,man and a little girl happily posing in front of their cart in a supermarket .
2,man sitting with his daughter in his daughter 's pink car in a grocery store .
7,man is sitting on a pink cart with a little girl in the grocery store .
7,man with his daughter sitting on a stroller in a supermarket .
1,little girl and the man are smiling .
2,dog prepares to catch a thrown object in a field with nearby cars .
0,white dog is ready to catch a yellow ball flying through the air .
0,white dog is about to catch a yellow ball in its mouth .
0,white dog is about to catch a yellow dog toy .
0,white dog running after a yellow ball
6,man wearing a green shirt and a dark colored vest is sitting at a table with a glass of water in front of him .
5,in green shirt with hand covering part of his face in restaurant booth .
8,sitting at a table at a restaurant with a glass of water .
2,man in a green sweater and black vest sitting in a booth .
2,boy in a green sweater is sitting at a table .
2,white dog is trying to catch a ball in midair over a grassy field .
2,white dog is playing in a green field with a yellow toy .
4,black and white dog jumping in the air to get a toy .
4,black and white dog jumps up towards a yellow toy .
2,dog leaps to catch a ball in a field .
5,men are hiking in a forest where snow is partially covering the ground .
5,men hiking in the snowy wilderness .
0,hikers resting by a patch of snow .
1,men look up while hiking .
5,men hiking in the snow .
3,elderly man with facial hair and glasses , standing in his living room holding a hutch cabinet with glass doors .
8,older man in a gray shirt with a white long-sleeve shirt under it holding up a small wooden cabinet .
4,middle-aged man with a white beard and glasses holds up a small , wooden handmade cabinet .
1,man showing off his new wooden creation .
3,man with beard carrying a cabinet .
5,guys sitting on the floor , with the guy in the green jacket reading a piece of paper .
5,elderly father and his grown son are preparing for a camping trip in the wild .
1,men sit on the floor with camping equipment .
1,men sitting on their living floor .
1,guys sorting through some items .
6,bearded man wearing glasses , a red shirt , and a hat is reading a map while sitting in a car .
8,bearded traveler in a red shirt sitting in a car and reading a map .
8,man wearing a baseball cap is sitting in a car looking at a map .
8,man in a red t-shirt is sitting in a car looking at a map .
0,man trying to decipher a map .
3,large lake with a lone duck swimming in it with several people around the edge of it .
5,young boy waves his hand at the duck in the water surrounded by a green park .
5,people are at the edge of a lake , facing the water and the city skyline .
2,child and a woman are at waters edge in a big city .
0,little boy at a lake watching a duck .
4,couple and an infant , being held by the male , sitting next to a pond with a nearby stroller .
0,man and woman care for an infant along the side of a body of water .
3,couple with their newborn baby sitting under a tree facing a lake .
3,with a baby sit outdoors next to their stroller .
3,couple sit on the grass with a baby and stroller .
3,men are standing at night near a black car near a shelter filled with bicycles .
2,men standing in front of a building next to a parked car .
0,are a lot of bikes parked under the curved roof tonight .
0,questioning the driver of a black wagon at nighttime .
0,under a dome beside a black station wagon .
5,black lab with tags frolicks in the water .
5,is a black dog splashing in the water .
1,black dog runs through the water .
5,black dog running in the surf .
5,dog splashes in the water
0,man is drilling through the frozen ice of a pond .
5,person in the snow drilling a hole in the ice .
0,person standing on a frozen lake .
5,man drilling a hole in the ice .
1,men are ice fishing .
1,different breeds of brown and white dogs play on the beach .
9,dogs are making a turn on a soft sand beach .
0,large tan dogs play along a sandy beach .
5,dogs playing in the sand at the beach .
0,dogs playing together on a beach .
2,ice climber in a blue jacket and black pants is scaling a frozen ice wall .
1,person in blue and red ice climbing with two picks .
1,man uses ice picks and crampons to scale ice .
0,ice climber scaling a frozen waterfall .
1,climbing an ice wall
0,young men and a young lady walk through a field near the water .
0,people walking through a beautiful meadow towards the ocean .
0,men and a woman are walking through a field .
0,males and one female walking on a path .
9,people walking on a path in a meadow .
5,man in black attire shovels snow into the street , disregarding all public safety .
3,in black jacket gray snow cap , shovels snow near a street with cars .
5,man shoveling snow off the roads and sidewalks in a city .
0,person is cleaning snow and ice off of a city sidewalk .
1,man shovels slush of the street .
2,couple in their wedding attire stand behind a table with a wedding cake and flowers .
1,bride and groom are standing in front of their wedding cake at their reception .
1,bride and groom smile as they view their wedding cake at the reception .
1,couple stands behind their wedding cake .
1,and woman cutting wedding cake .
4,snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles ; they are all wearing black snow pants and from left to right they are wearing a black coat , white coat , red coat , blue coat , and black coat .
5,people wearing winter jackets and helmets stand in the snow , with snowmobiles in the background .
4,people wearing winter clothing , helmets , and ski goggles stand outside in the snow .
5,group of snowmobile riders gather in the snow .
1,gathered to go snowmobiling .
5,black dog carries a green toy in his mouth as he walks through the grass .
0,wet black dog is carrying a green toy through the grass .
1,black dog carrying something through the grass .
2,dog in grass with a blue item in his mouth .
0,black dog has a blue toy in its mouth .
1,group of woman and children are standing or sitting in front of rows of vegetables .
1,group of women are trying to sell their vegetable harvest .
0,lay out vegetables on blankets at a street market .
1,selling their crops at the market .
1,are some very large onions .
5,band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .
8,a crowded concert a man in white is approaching the main singer who is wearing a yellow shirt .
7,man wearing a yellow t-shirt is shouting into a microphone while an audience is listening .
5,man in an orange shirt sings for the crowd below a sign that says Lucky 13 .
1,punk rocker screaming on stage at concert .
2,young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .
5,young man is in midair while skateboarding at a skate park with people watching him in the background .
5,person is performing a trick in skateboarding competition , with people watching in the background .
0,boy jumps on his skateboard while a crowd watches
0,skateboarding at a skate park .
2,man and a little boy in blue life jackets are rowing a yellow canoe .
7,man and a baby are in a yellow kayak on water .
1,man and child kayak through gentle waters .
2,man and young boy ride in a yellow kayak .
1,and child in yellow kayak
7,little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .
2,people on a porch , of which is a little boy who is sitting up straight in his chair .
8,woman in a dark dress smiles while a woman across from her and a child sit in chairs .
4,people are sitting on a bench , and one women is standing by them .
1,women , boy sitting on porch , the ladies laughing hard .
3,construction site on a street with three men working .
0,men wearing hard hats are in a construction area .
5,men in orange vests work in road construction .
0,workers installing a light post .
2,in orange vests work in a street .
9,men sitting on the roof of a house while another one stands on a ladder .
9,men on a rooftop while another man stands atop a ladder watching them
9,men , one on a ladder , work on a roof .
0,are fixing the roof of a house .
0,men are working on a roof .
6,men , one younger guy with a yellow shirt that has luggage and the other and older guy , are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses .
6,man in a yellow shirt , with a tall gray suitcase , sitting next to another man in a white shirt and gray pants , behind them a tall billboard for sunglasses and prescription glasses .
9,men sitting on a bench talking , with a billboard advertisement for glasses in the background .
6,men sitting on a bench in front of a sign with a picture of man and a lady .
2,men are sitting at a bench outside the airport in front of a billboard .
9,adult wearing a gray shirt with red sleeves sleeping on a couch .
5,woman in black pants napping on the couch .
7,man sleeping in a green room on a couch .
1,young woman is sleeping in her room .
7,long-haired man sleeping on a couch
2,in brown shirt with headphones on sits on woman 's shoulders in a crowd .
0,kid wearing headphones sits on his mom 's shoulders while in a crowd .
9,boy with headphones on sitting on top of a woman 's shoulders .
1,child with headphones riding on his mother 's shoulders .
0,boy wearing headphones sits on a woman 's shoulders .
0,a gay pride parade in an Asian city , some people hold up rainbow flags to show support .
5,group of youths march down the street waving flags showing the color spectrum .
3,people with rainbow flags walking down a city street .
1,group of people walk down the street waving rainbow flags .
1,are outside waving flags .
6,young man in a blue sweater cleaning fish while three other men watch , one a man a cigarette , or match in his month .
0,older men stare into the pan of a street vendor who is cooking fish .
1,old men are watching another man prepare fish .
1,fish sellers stock is looked upon by two old men .
1,men watch as fish is being prepared .
6,in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .
4,red-haired woman in a white top and green and white skirt is singing into a microphone .
8,woman in a white tank top with a green flowing skirt , on stage singing a song .
2,woman in a green skirt and white tank top singing into a microphone .
0,girl in a green skirt is singing Karaoke .
7,college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building
7,guys and two girls sitting on the stairs outside of a building .
5,people sit on the steps of the entrance to a building .
1,men and two women sitting on steps outdoors .
0,students sitting on stairs at a school .
5,Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
4,brown and black lab are outside and the black lab is catching a toy in its mouth .
9,black dog and a brown dog play with a red toy on a courtyard .
4,black dog and a brown dog are jumping up to catch a red toy .
1,dog snaps at red and black object as brown dog lunges .
2,young male kneeling in front of a hockey goal with a hockey stick in his right hand .
2,child in a red jacket playing street hockey guarding a goal .
1,goalie boy in red jacket crouches by goal , with stick .
2,boy with a stick kneeling in front of a goalie net
5,young kid playing the goalie in a hockey rink .
2,man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
2,man in black is sitting next to a modern art structure in front of a glass building .
7,man sits and reads a newspaper by a sculpture outside of an office building .
2,man sitting in front of a metal sculpture in front of a building .
0,man sits near a large statue .
8,toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio .
2,young child wearing a blue shirt and red hat grabs onto black bars in front of him .
1,little boy looks like he is saying , let me out of jail .
0,boy in a red hat holding on to some railings .
1,boy wanting to play outside of fence .
3,men , standing on an ice , looking into something covered with a blue tarp .
0,men are about to enter an ice fishing tent on a snow covered lake .
9,people standing outside a blue tent structure on a snowy surface .
0,men setting up a blue ice fishing hut on an iced over lake
1,tent is being set up on the ice .
5,dogs are standing in the grass and a person is sitting next to them
2,dogs stand in a grassy field while a person kneels nearby .
3,dogs are playing on grassy hill with a blue sky .
0,woman crouches near three dogs in a field .
0,dogs on a grassy hill
2,is a skyscraper in the distance with a man walking in front of the camera .
2,the man in a red shirt stands a large skyscraper .
2,man stands in front of a very tall building .
2,man is standing in front of a skyscraper
2,man stands in front of a skyscraper .
8,woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller .
2,dressed in brown African attire pushing a toddler in a stroller .
3,woman is walking her baby with a stroller at the local park .
2,lady is pushing a child in a stroller .
0,woman pushes her baby in a stroller .
0,Asian male wearing a red shirt is sitting next to a grocery stand selling fruits .
1,in red shirt is sitting next to fruit that is for sale .
2,man in a red shirt is sitting by fruit for sale .
2,man in a red shirt sits next to a fruit stand .
1,oriental man selling produce .
6,young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate .
0,young blond-haired boy and a dark-haired girl are eating at a kid 's table .
0,children are sitting at a table eating food .
0,children eating at a small table .
1,children eating food .
1,small boy putting something in his mouth with both hands .
0,boy bites hard into a treat while he sits outside .
1,boy eats his food outside at the table .
0,boy is eating pizza over a tin dish .
0,child biting into a baked good .
3,man with wild hair rocks a show playing a guitar center stage .
0,man wearing black is playing an electric guitar at a concert .
7,man on stage playing the electric guitar during a concert .
1,man playing an electric guitar on stage .
0,man playing guitar at a concert .
8,person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .
1,girl playing softball hits the ball almost directly downwards
1,young girl is playing baseball and is striking out .
0,girl hitting a softball but she missed the ball .
1,batter missed the ball .
2,man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .
8,man wearing a life jacket is in a small boat on a lake with a ferry in view .
8,man wearing a red life-vest is sitting in a canoe on a body of water .
2,balding man wearing a red life jacket is sitting in a small boat .
2,man in a red life vest is riding in a canoe .
3,man in black with long hair playing a guitar with stickers on it .
0,long-haired musician , playing his guitar in a performance .
1,rock artist performs on stage with an electric guitar .
2,man in a black shirt plays a black-colored guitar .
1,man wearing black is playing an electric guitar .
8,man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby .
2,man in a baseball cap works to spread cement behind a line of yellow caution tape .
2,man in a black shirt and baseball cap is applying filler to a trench in the floor .
2,man wearing a black shirt smoothing out concrete in an urban area .
2,man is bent over smoothing cement in a sidewalk opening .
8,Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .
8,woman in a white shirt is sitting at a table in a nice restaurant .
3,young woman sits at a dinner table with two entrees and a martini .
1,dark-haired young woman hesitates before dining .
0,having a fancy dinner .
8,woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .
2,woman relaxes with her bike on a red blanket in a field of green grass and trees .
5,lady laid her bicycle on the green lawn as she lies in a red blanket .
9,woman is laying on a red blanket in a park .
0,girl suns herself on a red blanket .
9,is standing on a long bridge with a cloudy blue sky in the background .
7,solitary man stand on a bridge in the evening .
0,person is standing on a bridge at night .
0,crossing a bridge in dim light .
7,man stands on a bridge at night .
6,bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants .
